	Unnamed: 0	comment	like_num	dislike_num	sentiment
27	76	초정밀버스는 제주도에서 맨 처음 시행된 서비스예요 카카오맵에 제주버스라고 되어있었는데 다른 지역도 서비스 시작하면서 이게 초정밀버스로 업그레이드 되었나봐요 제주도 살 때 저 기능 진짜 편리했어요 특히 배차간격이 긴 버스 탈때 아주 유용했습니다 출퇴근 할 때도 회사 가는 버스가 어디있는지 알 수 있어서 좋았어요 실시간으로 버스 위치 확인 하면서 버정까지 뛰어가야할지 걸어가야할지 판단할 수 있었거든요ㅋㅋㅋ톡친구 위치공유 서비스는 처음 알게되었는데 친구들이랑 약속 잡히면 한번 써봐야겠어요cctv 기능도 아주 유용합니다 제주도는 아주 넓기 때문에 지역에 따라 날씨가 다를때도 있는데 이 기능을 이용해 아 서귀포는 비오는구나 눈 오는구나 하면서 미리 대처 할 수 있었어요지금 보니까 셀프사진 이라는 탭도 새로 생겼네요 타지역에 놀러갈때마다 인생네컷 포토이즘 하루필름 찾는게 일이었는데 이것도 아주 유용할것 같네요잇섭님 덕분에 많은 기능 알아갑니다~	1	0	G
28	187	pc에서 카카오맵 로드뷰 쓸 때 화살표키 or wasd 누르면 이동Q - 제자리에서 좌측으로 회전E -  제자리에서 우측으로 회전R - 제자리에서 위로 화면이동F - 제자리에서 아래로 화면이동   마우스로만 화살표 클릭하다가 얼마전 알아서 요긴하게 쓰고 있습니다.	1	0	B
29	198	카카오맵이 개인 정보 유출 논란을 빼면 좋은 앱이지	1	0	G
30	79	카카오맵 위치공유 너무 악용이 큰지라...코로나 전에 회사에서 상사가 너 어디냐 라는 식으로 하도 주말에도 족쇄처럼 죄어와서...	1	0	G
31	191	■ 속보) 삼성전자(우): 1분기 배당(D-6): 미리 매수후, 배당 받자● 배당일(3/29) 다가 올수록, 매수세 몰려 큰 상승: 선매수 유리◆ 희소식): 반도체 투자 25% 세금 면제: 약 2.3조원 절감 효과 외국인+기관(세력): 삼성전자(우) 최근 600만주 쌍끌이 매수1. 분기별 배당 주는 회사 거의 없음: 배당으로 수익 챙기기 좋은 기회삼성전자(우): 고수익+고배당 주는 종목, 장기투자시 수익도 커진다2. 분기별 배당금: 약 2.5조원 나옴(보통주+우선주 포함)거의 재투자 전망: 주가 큰 상승 예상, 미리 매수해 둡시다❤ 삼성전자(우): 보통주 보다 저렴, 우선주가 배당 10% 더 많아 유리!● 시스템반도체 성장성 커, 10만원 전망: 저가 매수 기회	1	0	B
32	194	실시간 CCTV 꿀팁) 월요일에 시간 맞춰서 특정장소(논산훈련소) CCTV보면 기분살짝좋아짐	1	0	G
33	68	카카오맵 버렸나 싶을정도로 업데이트 안함. 없어진 가게도 많고, 있는데 검색 안되는 가게도 많은데다가 연동된 네비대로 갔다가 길이 이상한데로 안내하는곳도 엄청 많음. 얼마뒤에 또 가도 그대로임. 개노답	1	0	G
34	70	응 네이버가원탑이야~좆카오안써~	1	0	G
35	82	초정밀 버스가 전국 확대 되는 중 이네요 ㅋ 제주도에서만 되는 줄 알았네요 ㅋ	1	0	G
36	159	카맵 진짜 인정이지 .... 늦은 시간 귀가할때 필수임	1	0	G
37	141	카카오내비도 실험실인가 기능 켜면 다음 신호등 시간 알려주는거 ㄹㅇ편함	1	0	G
38	143	지도앱은 처음 썼던 네이버 지도를 쓰고 나서는 다른 것은 해보지 않아서 계속 하나만 써왔는데, 카카오맵도 한번 도전해보겠습니당 ㅋㅋ꿀팁 감사드려요!	1	0	B
39	147	초정밀버스 좋은게 미리알고 원하는 버스가 여러대올때 2번째로 오면 처음부터 2번째자리에 대기하면 자리 앉기 개꿀기능임	1	0	G
40	155	w3w 도 지원한다구여... 사실 요즘엔 광고하는 사람들이 많지만 카카오 리뷰 진짜 괜찮았거든요솔직히 네이버는 돈받고 광고하는 사람들이 많아서 카카오 지도가 조금더 신빙성이 높았는데...요새 보니 카카오맵도 많이 ㅠㅠ 물들었습니다 그래서 별점 잘준 계정 후기 검증 필수입니다	1	0	B
41	122	찐자 좋은 정보 입니다. 잠들다가 역에서 못 내러서 종점 역 가서요. 😅제주도 낚시 가기전에 날씨 cctv 보고 좋은것 같아요. 😊	1	0	G
42	117	카카오맵 몇년째 쓰고있는데 매우 만족 ㅎ	1	0	G
43	164	위치 공유 기능의 위치 정보 업데이트 속도는 빠른편인가요.?	1	0	G
44	85	제주도 살면 카카오맵 국률이죠..	1	0	G
45	165	카카오맵은.. 네이버랑 다르게 영수증 없이 리뷰를 남길 수 있어서 신빙성이 많이 낮더라고요.. 그건 좀 아쉬운 부분입니다	1	0	G
46	108	즐겨찾기 색상 바꿀때 해제안하고 바꿀 수 있는 기능 좀 들어갔으면.....	1	0	G
47	97	네이버 지도 쓰는데... 갈아타?	1	0	B
48	175	솔직히 2015년 당시 ATM기 찾으러 네이버 지도 켰는데, 택시 타고 갔더니 없더라구요... 그때 충격으로 카카오맵으로 갈아탔는데, 최근에 한번 비슷한 사건이 생겼는데, 너무 오래 쓴건지, 이제 무뎌졌는지... 그냥 쓰고 있는데, 좋은 정보 감사드려요.	1	0	G
49	89	네이버지도 보다 카카오맵이 더 좋더라구요😂	1	0	B
50	56	스벅 자주 가는 사람들은 시간대별 이용자 그래프도 볼 수 있어서 좋긴 함	1	0	G
51	201	형 혼밥하는데 고마워용🥰	1	0	G
52	139	큰일이네....카카오는 좀 망가지고 인기가 떨어졌으면 싶은데...위치추적 외에는 네이버 지도에서도 동일한 기능들이에요독과점 카카오 말고 네이버 흥해라 제발	1	0	B
53	244	잇섭 폼 미쳤다	1	0	G
54	22	유명 유튜버 잇섭 굉장하다	1	0	G
55	229	나 1	1	0	B
56	222	네이버지도 만세	1	0	B
57	27	인트로에 먼저와있던 사람 알고보니 크로마키인거 아님?ㅋㅋ	1	0	G
58	219	ㅋㅋㅋㅋㅋㅋ 요즘 풍년으로 바꼈다고요 ㅋㅋㅋㅋㅋㅋㅋㅋ	1	0	G
59	39	이게 아이폰은 지하철은 안되고갤럭시는 다 되는 알람 ㅎㅎ	1	0	G
60	40	맨날 강남갈때 사람때문에 치여서 언제 내려야하는지 항상 보기 힘들었는데 승하차 알림은 ㄹㅇ잘만들었다 특히 수도권사람한테는 필수인듯	1	0	B
61	218	일요일 저녁의 잇섭은 야동이지🎉	1	0	G
62	231	인트로 ㅋㅋㅋㅋㅋㅋㅋ	1	0	G
63	215	역시 인트로 유튜버 ㅋㅋㅋㅋ	1	0	G
64	226	네이버 개불편함 카카오맵 짱	1	0	G
65	236	우선 추천부터!!	1	0	B
66	208	아 나만 알고있던건데..	1	0	B
67	16	카맵, 네이버지도, 티맵 전부 기능 자체는 알고는 있었지만 구글 지도만큼 유용한 것이 없다 생각한데다 또 길눈이 워낙 밝은 편인지라 지도앱 자체를 쓸 일이 없었는데 ㅋㅋ 한국에서 서비스가 제대로 될 때까지 기다리자 했었는데 제가 모르던 것도 있다는 것을 알게 되네요 ㅋㅋ 구글 지도 들어오기 전까지 좋은 대체재가 될 것 같습니다 ㅋㅋ	1	0	G
68	17	카카오맵 맛집 별점이 레알 꿀팁인거 아는사람이 있네 ㅋㅋ	1	0	G
69	210	역시형은 [인트로만]재밌어	1	0	G
70	247	굿	1	0	G
71	14	개인적으로 애플 다이나믹 아일랜드도 빠른시일내에 적용되었으면 좋겠네요... 승하차 알림시 유용하게 사용될거 같습니다!	1	0	G
72	167	형 친구 많잖아	0	0	G
73	242	1빠	0	0	B
74	241	ㅎㅇ	0	0	G
75	239	아니 카카오까지 섭렵한거냐? 잇섭	0	0	B
76	160	이거 안보고 없섭 보고싶엉	0	0	G
77	161	드디어 2일남았네? 연진아	0	0	G
78	162	우리나라 지도 국외반출 허용되는 즉시 구글맵에 의해 사장될것이다...솔직히 해외 민간위성으로도 다 볼 수 있는 지금 이 법이 의미가 있나 싶음..	0	0	G
79	158	하다하다 카카오같은 기업한테 광고를 받고 영상을...	0	0	B
80	163	겨드랑이 모자이크 처리해주신거 진심으로 감사드립니다	0	0	G
81	240	1	0	0	G
82	238	1빠	0	0	B
83	207	1등이닷!	0	0	G
84	157	몇달전에 게임샵 갔는데 가기전 ㅋㅋㅇ 맵 활용 영업중 이라고 바로 애기 랑 같이  출발 도착하니 영업안함 인테리어 공사한다고 끝 ㅅ.... 근데 ㅋㅋㅇ 영업한다고 확인한고 당산에서 양재까지 갔는데 열받는건 담배 꼬나물고 자기네는 ㅋㅋㅇ 니 네이버니 그런거랑 상관없다고 기분나쁘게 얘기해서 애기랑 실망하고 돌아온적이 있네요 너무 믿지마세요 ㅋㅋㅇ	0	0	B
85	156	다음맵이 카카오맵되었죠  애플기본맵이랑   그리고 카카오맵 경쟁사 티맵 네이버맵이랑 비교도될까요	0	0	B
86	249	오 개꿀팁이네	0	0	G
87	142	수도권도 초정밀기능 지원해줘	0	0	B
88	248	첫번째	0	0	G
89	144	전 대학교 서울로 올라오고나서 무조건 카카오맵만 봐요 ㅋㅋㅋㅋㅋㅋㅋㅋ 영상 감사합니다!	0	0	G
90	145	초정밀버스 쓸만한데 서울까지 되면 부산보다 더 징그러울듯ㅋㅋㅋㅋㅋㅋ버스 엄청 우글우글거릴거닼ㅋㅋㅋ	0	0	G
91	146	와!정말 유용하다 지금당장 카카오맵을 다운받으러 가야하겠는걸?	0	0	G
92	148	아 대전도 버스노선 알려줘 빼액	0	0	G
93	149	구글 지도가 한국에 정식으로 서비스한다는 의미인가? 갑자기 광고를 하다니…	0	0	B
94	150	네이버지도만 쓰고있었는데 인트로보고 카카오를..	0	0	B
95	246	1	0	0	G
96	151	제주, 부산, 광주 등에서 초정밀 버스 지원해서 좋긴하던데 다른지역도 지원되었으면 좋겠더라고요 그리고 위치공유? 이 서비스는 영상보면서 첨알았네요 속도까지 볼 수 있다니ㅇㅅㅇ	0	0	G
97	152	형 아이폰 옐로우 샀어??	0	0	G
98	153	아직 서울은 업데이트가 안 됐군요.. ㅋㅋㅋ	0	0	G
99	154	그래서 네이버지도 이김?	0	0	B
100	245	1	0	0	G
101	168	아이폰 지하철 알림은 ㄹㅇ 어떻게 안되나 ㅜㅜ 갤럭시때는 진짜 편하게 썼었는데 ㅜㅜ	0	0	G
102	243	ㅋㅋ	0	0	G
103	237	캬	0	0	G
104	233	오프닝ㅋㅋㅋ	0	0	G
105	169	유트브코리아 대표. 인트로 맛집.	0	0	G
106	213	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ인트로 맛집	0	0	G
107	217	오우 광고 첨보는듯	0	0	B
108	140	안동도 카카오맵 버스 실시간좀 제발.....	0	0	G
109	216	잇섭님이 아싸?	0	0	G
110	195	인트로 잇섭의 다잇섭 부분도 이제 4k화질로 업데이트 하면 좋을거 같아요	0	0	G
111	214	1	0	0	G
112	197	카카오맵 지하철 하차 알림이랑, 빠른 출구 정보 때문에 유용하게 쓰고 있죠	0	0	G
113	212	ㅋㅋㅋ	0	0	G
114	188	1:48 친구(없음)... 흑...ㅠ	0	0	B
115	200	따끈잇섭!!	0	0	G
116	209	잡았다 요놈	0	0	B
117	202	네이버 지도랑 맨날 번갈아 가면서 쓰는데 뭘 써야되나 했던 참에 영상 감사합니다!	0	0	B
118	203	오늘 자전거 타면서 카카오맵 쓰다가 차도로 안내해줘서 로드킬 당할뻔 했습니다	0	0	G
119	204	어이 잇섭 동영상 내려!!	0	0	B
120	205	인트로 맞집	0	0	B
121	192	응 네이버지도 써야징	0	0	B
122	220	51초전은 못참치	0	0	B
123	170	맵은 카카오여 네비좀 유아이개선해라	0	0	B
124	232	1😊	0	0	G
125	171	겨드랑이 블러처리 뭐임 ㅋ😂	0	0	B
126	235	1빠	0	0	B
127	234	ㅋㅋㅋㅋㅋㅋㅋㅋ 인트로... 맨날 약속 늦는 내친구 생각나네ㅜㅜ	0	0	G
128	206	와	0	0	G
129	176	내수모기 카카오보다 쓰다보면 포인트 ㅈㄴ주는 네이버가 좋다	0	0	G
130	177	마누라가 어디 있나 볼까?... 모델!?... ... ...	0	0	B
131	179	카카오맵 제일 불편한점누구나 리뷰쓸수있어서 밑바닥인생 사는 커뮤중독인들이 테러할때나 쓰는 리뷰상태	0	0	G
132	221	진짜 인트로 맛집 ㅋㅋㅋㅋㅋ	0	0	G
133	180	네이버만 썼는데 카카오도 써봐야겠어요!	0	0	B
134	181	와 광고	0	0	B
135	230	오 1빠	0	0	B
136	184	업데이트나 자주 하지가게 최신화  네이버에 비해 너무 안돼있어	0	0	B
137	228	1등❤	0	0	G
138	224		0	0	G
139	0	3:53 위치 공유 설명해주실때 친구분? 이름이 보여요	0	0	G
140	125	카카오맵 버스로 출퇴근할때 알람키고 자고있으면 전 정류장에서 깨워줌 너무 좋아요 ㅋㅋ	0	0	G
141	138	T맵만 씀	0	0	B
142	50	초정밀 버스가 있다는걸 오늘 처음 알았네용...ㅋㅋ 자주 타는 버스가 있는데 거이 눈앞에서 놓치는 일이 많아서 나중에 저희 지역도 추가 되면은 너무 좋을것 같네요!	0	0	
143	36	지금까지 네이버지도로 맛집 즐겨찾기, 길안내, CCTV 실시간상황 등 사용해왔는데, 지하철 및 버스 승하차 알림이 진짜 탐나보여서 옮길지 말지 고민이 되네요...그리고 실시간 버스... 이것도 생각외로 탐나는 기능이네요 좋은 정보엿습니다	0	0	
144	37	광고 이기때문에 애플페이 표시도 된다는 거 나이스~	0	0	
145	38	카카오맵 워치 어플로도 나오고나서 승하차알림을 설정하면 진동을 울려서 깨워주니 자다가 내릴 곳을 놓친적은 그이후로 없는듯	0	0	
146	41	카맵 장점 하나 더 꼽아보자면 주유소 검색하면 각 주유소의 기름값 다보여줘요 그래서 주유해야하는데 하고 검색해서 가는길에 최저 있으면 최저로 들렸다 가고ㅎㅎ	0	0	
147	42	카톡연계기능은 진짜 반칙이지 ㅋㅋㅋ 네이버 오열할기능개인적으로 맛집찾으로 가려면 결국 네이버 리뷰 보고 가는데, 카카오도 맛집 가볼만한곳 리뷰 이벤트 같은거 많이 해서 데이터를 쌓아가면 진짜 좋을듯.빅데이터 많이 쌓이면 음식점들 상대로 컨설팅도 하고, 광고도 받고 좋은 사업아이템일거같은데.	0	0	
148	43	그래 친구들아 그러니 앞으로 카톡으로 장소 공유할 때 제발 네이버맵 말고 카카오맵 써줘...(내가 카카오맵 쓰거든...)	0	0	
149	45	카카오 네비도 좋은데 없는길로 안내받고나서 처다도 안봄 ㅜㅜ	0	0	
150	46	해외에도 지원 했으면 좋겠어요...	0	0	
151	47	뭔 말씀인지 이해 불가	0	0	
152	48	카카오맵 승하차 알림은 진짜 잘쓰고 있어요ㅋㅋㅋ진짜 생활 밀착 기능ㅋㅋㅋ	0	0	
153	49	이거 아직 모르는사람 많더라구용 ㅠㅠ	0	0	
154	51	역시 인트로 장인 잇섭님..	0	0	
155	34	초정밀버스 개꿀.. 근데 버스 시간이나 기능들이 좋아지니까 오류나는 날은 멘붕 ㅜ 옛날에 내가 버스를 어떻게 탔나 싶은 ㅋㅋ	0	0	
156	52	초정밀버스 지원하면 설치한다	0	0	
157	53	s22 ult s23 ult 카메라앱 사진 동영상 프로설정기능에 대한 팁도 영상제작가능한가요	0	0	
158	54	이런 카메라구도? 연출?이 되게 뭔가 방송시작전에 5분정도하는 정보방송같아서 보기가 좋네요	0	0	
159	55	갤럭시워치가 네이버지도를 지원해서 네이버지도쓰고 있지만 그전엔 카카오맵잘썼었죵	0	0	
160	57	삼성이 견제하고 lg가 군침흘리며 카카오가 협업하는 잇섭 ㄷㄷ	0	0	
161	58	카카오맵 별점 높은 집은 막상 가보면 맛집이라기보단댓글이랑 종합해서 보면 진상들이 갑질해도 이것저것 챙겨줘서 달래줘서 별점 받는 집이 많은거 같음.오히려 맛집은 바빠서 저런거 안해주니까 별점이 낮더라고요.그래서 맛집 찾을때는 카카오맵이 제일 별로라 안씀.	0	0	
162	59	부산에 살아서 초정밀 버스 쓰고 있는데 개꿀입니다	0	0	
163	60	w3w 내용은 없네 유명해지면 좋을텐데	0	0	
164	61	국내는 확실히 카카오맵이 제일 좋긴 함	0	0	
165	63	카맵은 노데이터 노로그인 상태에서 위치 확인이 안되는게 최대단점 입니다.	0	0	
166	64	자하철 공공 디자인 최악. 어디인지 대체 알 수가 없음	0	0	
167	35	3:53에 이름 나와요	0	0	
168	33	저는 몇년전부터 사용했습니다. 근데 신기하게 주변인은 안쓰더군요.	0	0	
169	137	제주 살아서 카카오맵 초정밀 버스 쓰고있는데 진짜 편해요	0	0	
170	13	평소 점포 찾는등의 일은 타 어플 쓰긴 하지만 대중교통 타고 이동할때는 승하차 알림때문에라도 카카오 쓰고있네요	0	0	
171	2	다이소에 갔더니 벌써 애플페이 스티커 붙어있더라구요 두근두근합니다!	0	0	
172	3	안녕하세요 현직 지리교사인데 개인적으로 카카오맵 자주 이용하는 이유는 위에 레이어에서 중첩기능이 꽤 유용해서 학생들한테도 수업시간에 자주 추천하는 편입니다  👍👍	0	0	
173	4	제주에서는 특히 무조건 카카오맵 쓰세요. 주변에 아직도 티맵 고집하는 사람보면 답답..	0	0	
174	5	카카오맵이 검증기이긴 함ㅋㅋㅋ 진짜 쓸데없는걸로 별점 1점 주고 그러는곳이라 별점 높으면 급 신뢰도 올라가는	0	0	
175	6	승하차 알림 때문에 갤럭시 못 버려~	0	0	
176	7	예전에 네이버지도 썼는데 자전거 출근하는 입장에서 카카오맵은 자전거 네비가 돼서 좋습니다	0	0	
177	8	형 옷 잘입어다 드디어	0	0	
178	9	딴건몰라도 식당 별점은 진짜 공신력있어요저같은 사람들만 리뷰하는지라...ㅋㅋ	0	0	
179	10	길치 필수 기능 승하차알람,,,, 자주 가는 곳도 늘 켜고 다님🤪	0	0	
180	11	좋은 기능이네요 , 하지만 무섭게 사용한다면 카톡을 쓰는 사람 실시간 위치 추적이 가능하다는점이죠;;;	0	0	
181	12	잇섭님 배경화면 정보가 궁금해요.	0	0	
182	15	저도 카카오맵을 주로 사용하는 입장인데초정밀버스는 제가 사는곳이 울산 부산 사이에 있다보니까차량번호까지 나와서 랩핑 이벤트 버스같은것 잡을때 유용하게 쓰이고 번화가에 버스가 밀집해있다면 차가 밀린다는 뜻이죠. 잇섭님이 부산 조방앞을 보여드렸는데 서면역쪽을 보면 버스가 밀집되어져 있는게 보일거에요.CCTV는 교통상황뿐만 아니라 일출  요즘 산불이나 화재현장도 도로CCTV로 비춰주기때문에 이걸로 화재현장 상황도 실시간으로 공유하는용도로 씁니다.CCTV는 카카오맵보다는 네이버지도가 많을때 있고 교통정보CCTV앱보다는 아직 부족합니다. 이중에서 카카오맵 2가지 기능은 잘쓰고 있네요 위치공유는 호불호가 갈리고 상대방위치정보도 수집해야해서 저는 별로입니다.	0	0	
183	32	오 실시간cctv로 교통량 측정 일몰일출 측정하는거 나만하는줄 ㅎㅎㅎㅎ	0	0	
184	18	전 자전거 길찾기를 많이 쓰는데 주요 경로의 경사도, 경사 높이 등등을 그래프로 보여줘서 자전거 타기 전에 참고가 많이 되더라구요	0	0	
185	19	카카오맵 기능상으로는 한국에 최적화된 지도 앱이라고 생각하는데,... 휴대전화 리소스를 너무 과하게 잡아먹음;;	0	0	
186	20	난 카카오맵 길찾기가 제일 편해서 쓰고있는중인뎀	0	0	
187	21	이거 보고 카카오맵 깔았음이정도면 광고 받아야된다 ㄹㅇ	0	0	
188	23	카카오맵 별점이요?... 돈 주고 조작질 심합니다. 이천맛집 3.5 넘으면 평점 보세요. 다 별점 5점 줘서 평균평점 4.0이상 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저 그래서 앞으로 이천여행 안 가려고요^^	0	0	
189	24	애플페이도 들어온다는데 국내지도 애플제공건에 대해서도 다뤄주세요	0	0	
190	26	초정밀버스 서울도 빨리 해줘잉	0	0	
191	28	카카오별점 숨겨왔던 기능이었는데 맛집 털리겠다....그리고 영업중 표시는 코로나때문에 변경된 가게가 많은데 수정을 안해놓으시면 헛걸음 한다는거......	0	0	
192	29	버스 움직임 바탕으로 신호 파악하고, 그 데이터 바탕으로 신호 안 걸리고 갈 수 있는 최적 루트 알려주는 네비도 되면 좋겠내요	0	0	
193	30	갤럭시워치용 카카오맵 설치하고나면 핸드폰에 승하차 알람 해놓으면 갤럭시워치에도 알람떠서 지옥철일때 핸드폰 만지기 벅찰때도 괜찮더라고요	0	0	
194	31	초정밀버스.. 서울 언제쯤 나올련지 ㅠㅠ 존버합니다	0	0	
195	65	승하차 알림 서비스는 T-map대중교통에서부터 사용하던 기능, 아이폰 바꾸면서 아예 사용 불가인데 미리알림 어플 이용하면 갤럭시보단 정확하진 않지만 나름 유용	0	0	
196	66	나만 아는 비밀이였는데 알려주시면 우뜩해용!!!! 😂😂😂😂	0	0	
197	67	초정밀버스 되는 동네는 진짜 대박임다른회사 앱보다 훨씬 정확하기 때문에 대중교통을 쓸 때는 카카오맵 믿고 씁니다	0	0	
198	123	부산지역 초정밀 버스 정보 제공과 개발 제 친구가 했습니다(친구 자랑)😊	0	0	
199	109	오 춘천 사는데 개꿀이군	0	0	
200	110	카카오맵 CCTV의 진정한 진가는 다른지역 날씨 확인하는거 하고 전역자 한정으로  매주 월요일 논산훈련소 입대 하는 애들 보는것도 재밌음ㅋㅋ	0	0	
201	111	잇섭님 하나 질문 혹시 꿈에서 조상님들 께서 애플페이관련 언급은 요즘 없으신가요????ㅋㅋㅋㅋ담주부터 되긴한다던데 잇섭님 예지몽피셜이 궁금해서 ㅋㅋㅋㅋ	0	0	
202	112	구글맵 꿀팁 알려주세요	0	0	
203	113	초정밀 버스라니 미친ㅋㅋㅋ 진짜  돌렬이만 없으면 대한민국 미친(좋은쪽)나라임	0	0	
204	114	5:20 이거 버그 은근 많음… 버스가 통신이 끊겼는지 방향부터 길이 없는 북쪽 바라보고 있고… 차도 순간이동하고… 이런거만이라도 고치면 좋을 것 같음	0	0	
205	115	다음지도때부터 쭉 사용하고 있습니다. 네이버지도 보다 보기편하고, 유용한 기능이 많아요	0	0	
206	116	오늘따라 화질 왜이렇게 좋아보이죠? 뭐징?😅	0	0	
207	118	네이버지도도 해주세요!	0	0	
208	119	아이 형씨 미국 사과페이 출시일이나 알려줘	0	0	
209	120	카카오맵은 실시간 경로추천 좀 끌 수 있으면 좋을듯 원하는 경로 지정했느데 중간에 지가 맘대로 바꿔버려서 저는 못쓰겠어요.......	0	0	
210	124	실시간cctv기능으로 월요일에 심심할때 논산쪽 보면 재미있다고 하네요	0	0	
211	69	카맵 국밥집 맛있다 아재들이 쓴거 있으먼 ㄹㅇ 맛집임	0	0	
212	1	초정밀버스는 무친기능이네요 경기도도 빨리 지원해주면..	0	0	
213	126	what3word도 지원해서 좋더라고요	0	0	
214	127	진짜 초정밀 버스는 서울도 빨리 지원 됐으면 좋겠다	0	0	
